Date,Streamflow,Autoencoder
1988-10-01,0.0,0.06056734
1988-10-02,0.0,0.06179948
1988-10-03,0.0,0.06164617
1988-10-04,0.0,0.06194744
1988-10-05,0.0,0.063312605
1988-10-06,0.0,0.0641008
1988-10-07,0.0,0.06359889
1988-10-08,0.0,0.06373992
1988-10-09,0.0,0.06421461
1988-10-10,0.0,0.0640365
1988-10-11,0.0,0.05826435
1988-10-12,0.0,0.06273913
1988-10-13,0.0,0.027300092999999998
1988-10-14,0.0,0.020457828
1988-10-15,0.0,0.023681715
1988-10-16,0.0,0.02417377
1988-10-17,0.0,0.027881622000000002
1988-10-18,0.0,0.032577734
1988-10-19,0.0,0.032740038
1988-10-20,0.0,0.031919483
1988-10-21,0.0,0.03187835
1988-10-22,0.0,0.032627699999999996
1988-10-23,0.0,0.032866787
1988-10-24,0.0,0.033046453999999996
1988-10-25,0.0,0.031232996000000002
1988-10-26,0.0,0.03101562
1988-10-27,0.0,0.032080602
1988-10-28,0.0,0.02291162
1988-10-29,0.0,0.024818642000000002
1988-10-30,0.0,0.025921421
1988-10-31,0.0,0.022494521
1988-11-01,0.0,0.021030392000000002
1988-11-02,0.0,0.019981815
1988-11-03,0.0,0.006723905
1988-11-04,0.0,0.016956825
1988-11-05,0.0,0.008751998
1988-11-06,0.0,0.017058996
1988-11-07,0.0,0.011073117
1988-11-08,0.0,0.011206816999999999
1988-11-09,0.0,0.023973905
1988-11-10,0.0,0.007634796700000001
1988-11-11,0.0,0.024384692000000003
1988-11-12,0.0,0.01628537
1988-11-13,0.0,0.003817468
1988-11-14,0.0,0.0032672135
1988-11-15,0.0,0.021822276
1988-11-16,0.0,0.03171173
1988-11-17,0.0,0.02834558
1988-11-18,0.0,0.050796032000000005
1988-11-19,0.0,0.054521605
1988-11-20,0.0,0.051975764
1988-11-21,0.0,0.046519965
1988-11-22,0.0,0.12292971
1988-11-23,0.0,0.53718483
1988-11-24,0.0,0.015624974
1988-11-25,0.0,0.008200427
1988-11-26,0.0,0.0009635608
1988-11-27,0.0,0.0027258443
1988-11-28,0.0,0.005367399
1988-11-29,0.0,0.009972759
1988-11-30,0.0,0.012176496
1988-12-01,0.0,0.013898565
1988-12-02,0.0,0.01716664
1988-12-03,0.0,0.021449903
1988-12-04,0.0,0.02306059
1988-12-05,0.0,0.022309639
1988-12-06,0.0,0.019148876999999998
1988-12-07,0.0,0.01900821
1988-12-08,0.0,0.023095941000000002
1988-12-09,0.0,0.023734852999999997
1988-12-10,0.0,0.021294722000000002
1988-12-11,0.0,0.019188304
1988-12-12,0.0,0.018774932
1988-12-13,0.0,0.017517768
1988-12-14,0.0,0.019182205
1988-12-15,0.0,0.024001977999999997
1988-12-16,0.0,0.01860383
1988-12-17,0.0,0.012163427
1988-12-18,0.0,0.012969755
1988-12-19,0.0,0.01402413
1988-12-20,0.0,0.013841507
1988-12-21,0.0,0.00020374716
1988-12-22,0.0,0.037803132
1988-12-23,0.0,0.0018915875
1988-12-24,0.0,0.024670005
1988-12-25,0.0,0.0034645828
1988-12-26,0.0,0.0035928232000000003
1988-12-27,0.0,0.0078751035
1988-12-28,0.0,0.011683431000000001
1988-12-29,0.0,0.014292497
1988-12-30,0.0,0.01079156
1988-12-31,0.0,0.0001872086
1989-01-01,0.0,0.0022508423
1989-01-02,0.0,0.0071459340000000005
1989-01-03,0.0,0.0064260936
1989-01-04,0.0,0.0033034505
1989-01-05,0.0,0.040121593
1989-01-06,0.0,0.019904736
1989-01-07,0.0,0.00022521669
1989-01-08,0.0,0.0011907106
1989-01-09,0.0,0.0014115169000000001
1989-01-10,0.0,0.03437941
1989-01-11,0.0,0.018721348
1989-01-12,0.0,0.0026224551
1989-01-13,0.0,0.00017324206000000002
1989-01-14,0.0,0.0018717609
1989-01-15,0.0,0.004986310999999999
1989-01-16,0.0,0.0070243073
1989-01-17,0.0,0.007604994
1989-01-18,0.0,0.005736196999999999
1989-01-19,0.0,0.0012879543
1989-01-20,0.0,0.0003454837
1989-01-21,0.0,0.0011357646
1989-01-22,0.0,0.0009343936
1989-01-23,0.0,0.0049327323
1989-01-24,0.0,0.00021336015
1989-01-25,0.0,0.002926377
1989-01-26,0.0,0.005278079000000001
1989-01-27,0.0,0.006329491
1989-01-28,0.0,0.006890371
1989-01-29,0.0,0.0063778376
1989-01-30,0.0,0.0023430097
1989-01-31,0.0,0.0006751074
1989-02-01,0.0,0.0012159477
1989-02-02,0.0,0.003597955
1989-02-03,0.0,0.0051215016
1989-02-04,0.0,0.0057344455
1989-02-05,0.0,0.006853722
1989-02-06,0.0,1.2595102e-05
1989-02-07,0.0,4.9943952e-05
1989-02-08,0.0,6.027579e-06
1989-02-09,0.0,0.0018166368
1989-02-10,0.0,1.3976208e-06
1989-02-11,0.14,0.0026232668
1989-02-12,0.67,0.005279552
1989-02-13,0.77,0.0071070846
1989-02-14,0.76,0.009069787
1989-02-15,0.65,0.010488193500000001
1989-02-16,0.66,0.011338435
1989-02-17,0.66,0.010526832
1989-02-18,0.66,0.008677551
1989-02-19,0.64,0.0021603922
1989-02-20,0.61,0.004793185
1989-02-21,0.6,0.0055156382999999995
1989-02-22,0.65,0.0005942806
1989-02-23,0.63,0.008562967
1989-02-24,0.69,0.002120807
1989-02-25,0.68,0.00039841398
1989-02-26,0.58,0.0008157112
1989-02-27,0.51,0.0006984713000000001
1989-02-28,0.42,9.407463e-05
1989-03-01,0.39,1.0106749000000001e-06
1989-03-02,0.66,2.1502116
1989-03-03,1.2,0.82663816
1989-03-04,0.9,0.13359798
1989-03-05,0.89,0.50861347
1989-03-06,0.97,1.1294803999999998
1989-03-07,1.1,0.33841659999999996
1989-03-08,1.1,0.8978021999999999
1989-03-09,0.95,3.9384987000000002
1989-03-10,1.1,4.2024374
1989-03-11,1.0,3.5952572999999997
1989-03-12,1.2,1.577367
1989-03-13,1.1,0.60484076
1989-03-14,0.96,0.29088372
1989-03-15,0.9,0.1980731
1989-03-16,0.82,0.70390415
1989-03-17,0.67,0.47099802
1989-03-18,0.77,6.0837129999999995
1989-03-19,0.88,1.884264
1989-03-20,0.76,0.83073974
1989-03-21,0.63,0.5136092999999999
1989-03-22,0.54,0.3518529
1989-03-23,0.5,0.61790526
1989-03-24,0.37,2.0147965
1989-03-25,0.47,3.2231042000000003
1989-03-26,0.9,1.1264063
1989-03-27,1.0,0.49129325
1989-03-28,0.85,0.68956435
1989-03-29,0.79,0.29819438
1989-03-30,0.6,0.17978722
1989-03-31,0.54,0.16059123
1989-04-01,0.55,0.13726074
1989-04-02,0.47,0.19749367
1989-04-03,0.49,0.19380498
1989-04-04,0.38,0.14570536
1989-04-05,0.31,0.12154824
1989-04-06,0.26,0.105237514
1989-04-07,0.23,0.13601261
1989-04-08,0.19,0.23517902
1989-04-09,0.16,0.20542426
1989-04-10,0.13,0.18736660000000002
1989-04-11,0.11,0.1638068
1989-04-12,0.11,0.11315798
1989-04-13,0.11,0.09758811
1989-04-14,0.11,0.07146647
1989-04-15,0.11,0.048358846
1989-04-16,0.11,0.03316798
1989-04-17,0.11,0.027196636
1989-04-18,0.11,0.02854129
1989-04-19,0.11,0.02684267
1989-04-20,0.09,0.024082342000000003
1989-04-21,0.09,0.020493703000000002
1989-04-22,0.08,0.014759864
1989-04-23,0.08,0.011944155
1989-04-24,0.09,0.011901842
1989-04-25,0.11,0.009568775
1989-04-26,0.14,0.0073938402000000005
1989-04-27,0.17,0.006097288
1989-04-28,0.16,0.00598943
1989-04-29,0.13,0.005516541
1989-04-30,0.11,0.0060388087
1989-05-01,0.11,0.007012216
1989-05-02,0.11,0.008088279
1989-05-03,0.09,0.013053515
1989-05-04,0.09,0.03293239
1989-05-05,0.07,0.04905471
1989-05-06,0.04,0.05044166
1989-05-07,0.02,0.058981399999999996
1989-05-08,0.01,0.06675239999999999
1989-05-09,0.0,0.09422915400000001
1989-05-10,0.0,0.17586747
1989-05-11,0.0,0.101186074
1989-05-12,0.0,0.07596657400000001
1989-05-13,0.0,0.06073884
1989-05-14,0.0,0.05356538
1989-05-15,0.0,0.055983500000000005
1989-05-16,0.0,0.058619272
1989-05-17,0.0,0.062126346
1989-05-18,0.0,0.07887019
1989-05-19,0.0,0.080001004
1989-05-20,0.0,0.07839271
1989-05-21,0.0,0.07697466
1989-05-22,0.0,0.079128504
1989-05-23,0.0,0.06387033
1989-05-24,0.0,0.065558806
1989-05-25,0.0,0.05901562
1989-05-26,0.0,0.05533502
1989-05-27,0.0,0.07171443
1989-05-28,0.0,0.07952824
1989-05-29,0.0,0.08474568
1989-05-30,0.0,0.06601345
1989-05-31,0.0,0.07081147
1989-06-01,0.0,0.10368219
1989-06-02,0.0,0.11256989
1989-06-03,0.0,0.17115350000000001
